,Fairness Metric,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Compatibility,Allocation,Allocation,Allocation,Allocation,Results,Results,nDCG,Exposure,Exposure,Exposure
148,0.6433333333333334,1.0,1.0,0.0,0.20224942454769887,0.0,0.0,0.0,0.0,0,"[('1435', 3.3733994414091946), ('993', 3.3046876052379384), ('1055', 3.2879188908402504), ('178', 3.287011461119577), ('4667', 3.2744437259134895), ('856', 3.2419674180483633), ('523', 3.241796063901102), ('1637', 3.238460722301967), ('1656', 3.238132544426721), ('562', 3.2312593139580206), ('264', 3.228533066919755), ('2238', 3.2275506220598285), ('2547', 3.226311695446664), ('1716', 3.2239373074712137), ('4670', 3.221422495287391), ('2167', 3.2110979193767686), ('2086', 3.1922576449369218), ('3137', 3.187439661766605), ('1182', 3.180300361193995), ('94', 3.1666064905058433), ('988', 3.1661358223870115), ('2439', 3.1657173158792418), ('1180', 3.1632100302246844), ('2207', 3.1626947658550755), ('1542', 3.1620619314084912), ('1491', 3.1612373000119116), ('604', 3.1562153023883655), ('1756', 3.1490542259468843), ('1177', 3.1483352680400407), ('3549', 3.1476686258134117), ('2520', 3.147480973899587), ('4779', 3.1465283977197465), ('2411', 3.146300094344066), ('3633', 3.1452557768395235), ('651', 3.1440636639893484), ('3309', 3.1436708225629975), ('3029', 3.1419074149524144), ('1880', 3.1418906718710637), ('3302', 3.141645264503841), ('1266', 3.1411842155044023), ('4684', 3.1383121638270897), ('72', 3.135977064375375), ('551', 3.134903509892978), ('2925', 3.133595663634265), ('2787', 3.1335610550413726), ('1563', 3.1321131218191827), ('2921', 3.1289268480920747), ('3744', 3.1288072864221688), ('1458', 3.128695020941149), ('4594', 3.127177928471197)]","[('1435', 49.0), ('993', 48.0), ('1055', 47.0), ('178', 46.0), ('4667', 45.0), ('856', 44.0), ('523', 43.0), ('1637', 42.0), ('1656', 41.0), ('562', 40.0)]",1.0,0.1,0.1,0.0
149,0.6366666666666667,1.0,1.0,0.3227569588973983,0.3227569588973983,0.0,1.0,0.0,0.0,0,"[('1978', 3.3107942809577042), ('426', 3.29735816845676), ('2671', 3.2626548460407427), ('1938', 3.2319613070398443), ('4601', 3.209498769867941), ('601', 3.1986337765630553), ('1862', 3.193988864626207), ('1053', 3.183144773187119), ('2313', 3.1817184822737947), ('1263', 3.180752614931294), ('4581', 3.177148882749972), ('1597', 3.169868090163107), ('2361', 3.167029496703048), ('712', 3.1651330959620707), ('466', 3.1640731632850527), ('3640', 3.1578171000526045), ('1439', 3.157187180543576), ('2060', 3.153652118052457), ('2302', 3.1503248378247477), ('37', 3.1498903537073915), ('1397', 3.149566976977578), ('1347', 3.1491925364337354), ('1410', 3.146520395410895), ('65', 3.146337051091678), ('2306', 3.1461950008469524), ('940', 3.146070089773362), ('1780', 3.143052344554496), ('2007', 3.1428285377123504), ('692', 3.1417481455418903), ('472', 3.1378624943188136), ('0', 3.1376342958226315), ('2309', 3.136662427544914), ('884', 3.136559702413262), ('1472', 3.133257688486115), ('2018', 3.1330305471072655), ('3347', 3.132291930825536), ('3714', 3.130807322109986), ('1735', 3.129904037529983), ('2450', 3.1294763489028594), ('2064', 3.1263200842242345), ('1747', 3.12628832692592), ('2863', 3.125779411882404), ('4801', 3.123596322551075), ('679', 3.120279716811966), ('1746', 3.117642567537868), ('251', 3.1175750431814575), ('4746', 3.114228574701535), ('3067', 3.114008013152282), ('3772', 3.1136433609422274), ('2429', 3.1127013491603637)]","[('712', 42.666666666666664), ('3640', 41.77777777777778), ('1978', 34.55555555555556), ('426', 34.111111111111114), ('2671', 33.666666666666664), ('1938', 33.22222222222222), ('4601', 32.77777777777778), ('601', 32.333333333333336), ('1862', 31.88888888888889), ('1053', 31.444444444444443)]",0.9773761511564594,0.2,0.1,0.0
150,0.6433333333333334,1.0,1.0,0.0,0.16334554318340233,0.0,0.0,0.0,0.0,0,"[('927', 3.3247983334464437), ('385', 3.27907750790574), ('1978', 3.2746612434666784), ('824', 3.263361908434503), ('1728', 3.2495505344199116), ('1578', 3.237185689338364), ('216', 3.2259700649023144), ('202', 3.2218377830829232), ('1174', 3.199324780788545), ('1381', 3.198563319438821), ('4803', 3.1940319313995347), ('2014', 3.1895677343814124), ('2587', 3.180459228631841), ('1543', 3.1735835382624855), ('249', 3.1729905131524694), ('378', 3.1729313918719724), ('402', 3.17220561738297), ('1070', 3.161554927759766), ('1016', 3.1598140262858263), ('2982', 3.158146485520695), ('287', 3.157925620751732), ('703', 3.1575411960357593), ('18', 3.157199302458285), ('3074', 3.153340977694532), ('2895', 3.1481588423848805), ('773', 3.143404134436168), ('3874', 3.140289054125868), ('673', 3.1353054253190846), ('2667', 3.134953512187711), ('3003', 3.133994741460229), ('2857', 3.1328699918319933), ('0', 3.132260807656592), ('1141', 3.131663499210011), ('2901', 3.126181622276334), ('2484', 3.126070727508498), ('3290', 3.125225073354834), ('4704', 3.123054622205613), ('646', 3.121581673419396), ('2435', 3.117165878443345), ('2449', 3.116434579651186), ('1544', 3.1163593286717486), ('26', 3.1149241414675473), ('946', 3.1147229327302246), ('3161', 3.1123928206881284), ('2022', 3.110843860782367), ('3537', 3.1084042532430867), ('3256', 3.10620863937441), ('4752', 3.1027587761239244), ('2399', 3.1000645399407367), ('742', 3.0992228223015728)]","[('927', 49.0), ('385', 48.0), ('1978', 47.0), ('824', 46.0), ('1728', 45.0), ('1578', 44.0), ('216', 43.0), ('202', 42.0), ('1174', 41.0), ('1381', 40.0)]",1.0,0.0,0.0,0.0
151,0.6333333333333334,0.995,1.0,0.0,0.08807225904068133,0.08807225904068133,0.0,1.0,0.0,0,"[('4847', 3.4099370886108518), ('2385', 3.3310874198786355), ('91', 3.3230951271760074), ('4868', 3.2500656993940176), ('264', 3.23112347826833), ('2529', 3.2182111093982373), ('1384', 3.2049540896687487), ('277', 3.203528702511706), ('538', 3.2008172095565377), ('861', 3.192124470329466), ('1554', 3.183126556792804), ('4922', 3.1808753744339593), ('2863', 3.174822294068314), ('1283', 3.174455921902427), ('816', 3.1728003995970044), ('1242', 3.1715023388311048), ('692', 3.1698752559645254), ('3113', 3.1673704815130357), ('2822', 3.1664872407108002), ('4038', 3.166347253994468), ('3000', 3.1653492487948696), ('4858', 3.16533682228709), ('2405', 3.1582715547295304), ('1246', 3.1550538541513413), ('301', 3.1549861905725534), ('2342', 3.1541501578077797), ('1994', 3.1540875867027487), ('1995', 3.152189865538633), ('254', 3.151935285211578), ('486', 3.1489930503706454), ('527', 3.148410844250406), ('4600', 3.1482711573798734), ('3191', 3.1474078868506647), ('1802', 3.146878886178709), ('1309', 3.144893126244325), ('2214', 3.1445388680990356), ('253', 3.14348252210422), ('638', 3.1417694342231735), ('1817', 3.14159875726468), ('3537', 3.141417227819108), ('1326', 3.1411055454236245), ('340', 3.1410030059627534), ('971', 3.1382322291413143), ('533', 3.138195320258462), ('1140', 3.137608638681168), ('2040', 3.1375219064542015), ('160', 3.136188979284236), ('919', 3.13561572984775), ('1260', 3.135542320939736), ('2357', 3.1353902937105746)]","[('816', 42.77777777777778), ('4847', 35.111111111111114), ('2385', 34.666666666666664), ('91', 34.22222222222222), ('4868', 33.77777777777778), ('264', 33.333333333333336), ('2529', 32.888888888888886), ('1384', 32.44444444444444), ('277', 32.0), ('538', 31.555555555555557)]",0.9778401327096387,0.0,0.1,0.0
152,0.6233333333333334,0.995,1.0,0.0,0.13110652958234506,0.0,0.0,1.0,0.0,0,"[('4621', 3.6584181252201797), ('1189', 3.3179183520557443), ('2098', 3.271553825255887), ('3221', 3.2429995359801613), ('712', 3.2350383211282745), ('662', 3.210074300847502), ('2294', 3.2052193661781803), ('1069', 3.202763765403385), ('691', 3.202251432613446), ('19', 3.1964869025738065), ('3131', 3.19474110995708), ('431', 3.1915460613324167), ('2958', 3.1842427911312856), ('1345', 3.1825079215674354), ('1792', 3.1823963238843045), ('969', 3.1796958351059077), ('3569', 3.179088537625522), ('1624', 3.1760670245681633), ('1678', 3.1759776403096485), ('2012', 3.173068889692515), ('3150', 3.173067915628041), ('1516', 3.171048265876049), ('1164', 3.170870215414213), ('1626', 3.1702943552034246), ('1721', 3.167957109200762), ('2169', 3.1674806318275706), ('3444', 3.1649092897883113), ('477', 3.164021717022181), ('3022', 3.162590830332138), ('850', 3.162207265833521), ('1207', 3.1614725939857844), ('203', 3.1596453918868233), ('4581', 3.157118750940964), ('478', 3.1562309585230772), ('2312', 3.152689459267349), ('1180', 3.150171349071832), ('3487', 3.1478813658002816), ('2793', 3.1459871247355), ('1127', 3.1453239274880844), ('3343', 3.145100340802095), ('3342', 3.1449708496983466), ('1912', 3.1447060157077336), ('336', 3.144239220628384), ('2167', 3.1402344476928796), ('1780', 3.139402252977386), ('816', 3.1391050348110094), ('527', 3.138109337248245), ('55', 3.137567199581106), ('3960', 3.133150733737701), ('118', 3.1324547698921794)]","[('2294', 44.666666666666664), ('1345', 41.55555555555556), ('1626', 37.111111111111114), ('1721', 36.666666666666664), ('477', 35.333333333333336), ('4621', 33.44444444444444), ('1189', 33.0), ('2098', 32.55555555555556), ('3221', 32.111111111111114), ('712', 31.666666666666668)]",0.9295444079474907,0.1,0.5,0.0
153,0.62,0.99,1.0,0.1222915970693747,0.16866093149667025,0.1222915970693747,1.0,0.0,0.0,0,"[('2363', 3.447136744408459), ('1380', 3.3549545196981034), ('238', 3.246658243281734), ('728', 3.244226979729675), ('1193', 3.2373400025863477), ('300', 3.234400310588634), ('365', 3.229246263551734), ('210', 3.2261103166438336), ('1090', 3.221380742714048), ('3516', 3.2196378542823103), ('2400', 3.2168873232953503), ('112', 3.2162564359633548), ('3291', 3.214948411914477), ('4898', 3.2075025355015123), ('2111', 3.206745421122492), ('1706', 3.2048400304192683), ('4627', 3.203505409250191), ('1092', 3.196478941893459), ('3680', 3.19486667681368), ('1779', 3.1939724149027087), ('4751', 3.1931072637365507), ('4284', 3.1872872224616433), ('607', 3.1865548277157574), ('1611', 3.1861156036365683), ('744', 3.1846155676593364), ('2463', 3.183895330320426), ('269', 3.183779461826302), ('1445', 3.183549614942458), ('737', 3.1831116592702315), ('1198', 3.181936371975445), ('2822', 3.1805366561228103), ('530', 3.179331669232599), ('467', 3.177288914515103), ('1685', 3.1760163565921533), ('410', 3.174898417999064), ('484', 3.1721317423110293), ('3339', 3.1718851775766153), ('2667', 3.1716540791164873), ('3874', 3.171055587609418), ('44', 3.170218267631721), ('2563', 3.169103746562493), ('470', 3.168071622405136), ('1264', 3.1676573913944104), ('1437', 3.1672588399740205), ('1283', 3.1654056106994584), ('565', 3.1627882775031915), ('3933', 3.161767934987415), ('2468', 3.1613772374752296), ('1720', 3.1611767071120376), ('2858', 3.1595586450628033)]","[('3291', 42.833333333333336), ('2363', 34.27777777777778), ('1380', 33.833333333333336), ('238', 33.388888888888886), ('410', 33.05555555555556), ('728', 32.94444444444444), ('1193', 32.5), ('3339', 32.166666666666664), ('300', 32.05555555555556), ('365', 31.61111111111111)]",0.975187626364593,0.3,0.2,0.1
154,0.63,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[('649', 3.521136869434463), ('1509', 3.4281846341580477), ('188', 3.3538488488254363), ('1811', 3.292346215781788), ('368', 3.244082398864624), ('1103', 3.2428525655386866), ('2114', 3.2415066430286332), ('864', 3.2362564426154834), ('398', 3.235564029110972), ('760', 3.226723945883155), ('1458', 3.2147054461104267), ('1805', 3.2075109204258783), ('1995', 3.200097485269899), ('3106', 3.19915978667455), ('112', 3.1984346927212886), ('3352', 3.197557384244724), ('2854', 3.1969482316849724), ('187', 3.1967517230399407), ('1355', 3.1944091138678488), ('602', 3.1891971442777223), ('1406', 3.1806435076005393), ('406', 3.179430562096782), ('2218', 3.1794136261328863), ('4929', 3.177475574745431), ('3416', 3.175197178333), ('1549', 3.1736534825659786), ('1071', 3.1699722699098887), ('4740', 3.1666458805161306), ('3955', 3.1649415738917672), ('295', 3.1647973597236834), ('1079', 3.1643493427782037), ('1025', 3.1636552774627056), ('1268', 3.1587912035529104), ('1069', 3.157445820107967), ('2609', 3.156919209803631), ('450', 3.1566578678289066), ('26', 3.1549889853496658), ('236', 3.153708901618326), ('928', 3.148252237981298), ('851', 3.1468976161026014), ('3128', 3.1456274342808306), ('1139', 3.1450790716005845), ('3051', 3.1422858603092325), ('1537', 3.1415603264604304), ('3805', 3.14062819451402), ('200', 3.1348628728489487), ('2635', 3.1345511334997056), ('171', 3.134030193960819), ('414', 3.131262072769008), ('446', 3.1310879470902027)]","[('649', 49.0), ('1509', 48.0), ('188', 47.0), ('1811', 46.0), ('368', 45.0), ('1103', 44.0), ('2114', 43.0), ('864', 42.0), ('398', 41.0), ('760', 40.0)]",1.0,0.1,0.1,0.0
155,0.6333333333333334,0.985,1.0,0.0,0.0,0.10802319526362833,0.0,0.0,0.0,0,"[('2171', 3.5413189578536253), ('2389', 3.4306678691794272), ('395', 3.2690300945280284), ('441', 3.2627433080381136), ('815', 3.2495142977679885), ('254', 3.239145170708408), ('1673', 3.234166295807305), ('345', 3.2260078166867387), ('1678', 3.2243727494536163), ('1992', 3.222016284272319), ('4805', 3.218420577795211), ('2547', 3.212729880557253), ('2016', 3.209159707015821), ('115', 3.205262288922067), ('2106', 3.2046316104794323), ('578', 3.1997789597348842), ('2528', 3.19243139129821), ('4828', 3.188836679920584), ('2043', 3.1883386078832414), ('4028', 3.1871003458642786), ('2364', 3.1870902760553), ('3707', 3.1857629085825483), ('788', 3.1851039913871224), ('981', 3.1816392792966877), ('1605', 3.181507034034215), ('4803', 3.1795222864879973), ('4189', 3.1793374191561092), ('1215', 3.178412439896574), ('4429', 3.176797640390173), ('4732', 3.1759830313682933), ('1890', 3.1735750371322), ('2149', 3.169952166923925), ('632', 3.1648100908709935), ('886', 3.1639198707098326), ('4573', 3.1636156927249255), ('2329', 3.1634079350826974), ('1899', 3.1623161634007864), ('3309', 3.1584606519624394), ('2883', 3.156806799379348), ('840', 3.1555992799574084), ('1860', 3.1542600138663572), ('166', 3.1540584916377075), ('1564', 3.153291572082527), ('3689', 3.1498466315907874), ('3805', 3.149601478184361), ('2086', 3.1488427597038178), ('3266', 3.148764368991799), ('797', 3.148759739131396), ('4956', 3.1484842191944478), ('2261', 3.1458653361997357)]","[('2171', 49.0), ('2389', 48.0), ('395', 47.0), ('441', 46.0), ('815', 45.0), ('254', 44.0), ('1673', 43.0), ('345', 42.0), ('1678', 41.0), ('1992', 40.0)]",1.0,0.1,0.1,0.0
156,0.6333333333333334,0.965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[('176', 3.3730176180049165), ('2385', 3.3409396486330074), ('1670', 3.270568336162283), ('2098', 3.2406970260263788), ('1748', 3.237827050021966), ('3375', 3.2367929170992804), ('1862', 3.2119632552926545), ('2856', 3.2033808493655855), ('2016', 3.1884258070364426), ('212', 3.1880321078214315), ('4924', 3.1861849412324377), ('317', 3.1849027861470467), ('1955', 3.1830338927244086), ('1489', 3.1801385629869188), ('906', 3.1776698056756683), ('1627', 3.169587053324296), ('196', 3.1694930157698336), ('2117', 3.1605611364533885), ('1963', 3.1593598359551844), ('2142', 3.1590803045601916), ('899', 3.158169809815962), ('963', 3.1577121995139095), ('1030', 3.1560511414370835), ('3046', 3.1499119237027267), ('1539', 3.1490840410297247), ('2428', 3.1477258007670246), ('1675', 3.147676006557373), ('809', 3.143677639774151), ('2364', 3.1432185138942854), ('1768', 3.1402984482377527), ('4904', 3.140129988742814), ('41', 3.139874394642697), ('2629', 3.1397313371301574), ('401', 3.138076033667521), ('76', 3.1369147616073305), ('292', 3.1368013693893717), ('965', 3.136251349473447), ('393', 3.1358083276536637), ('4599', 3.1356391888941584), ('770', 3.1353513268797344), ('3470', 3.132677466344313), ('2118', 3.1323252533613424), ('691', 3.131454632049039), ('732', 3.130999917664693), ('3636', 3.1298781960553184), ('642', 3.1275711125994667), ('392', 3.125064819717122), ('976', 3.124022971733783), ('1610', 3.1239555225715065), ('2821', 3.1238378923526735)]","[('176', 49.0), ('2385', 48.0), ('1670', 47.0), ('2098', 46.0), ('1748', 45.0), ('3375', 44.0), ('1862', 43.0), ('2856', 42.0), ('2016', 41.0), ('212', 40.0)]",1.0,0.1,0.1,0.0
157,0.6366666666666667,0.97,1.0,0.2863969571159562,0.1943918578315762,0.08079313589591118,1.0,0.0,0.0,0,"[('1095', 3.4583253220081094), ('147', 3.4334096743891362), ('260', 3.366973952402959), ('618', 3.2343185863226456), ('1419', 3.226091620145003), ('2260', 3.2226424849139033), ('2772', 3.179687539254767), ('4748', 3.174787933976043), ('3570', 3.1739571346860336), ('1165', 3.17392033680507), ('1306', 3.1736497762529092), ('4858', 3.1698760381778803), ('968', 3.168455763629568), ('2396', 3.164320461603923), ('702', 3.1631713505146455), ('553', 3.1605806533014724), ('1399', 3.1582281810022907), ('1589', 3.157085783954008), ('1075', 3.156300464729551), ('2155', 3.1526974061586372), ('690', 3.1508016734870687), ('1533', 3.1478829246365576), ('4814', 3.14531829480851), ('885', 3.142309754883241), ('2605', 3.141465363138179), ('1119', 3.1407537634210274), ('1109', 3.1407411887566545), ('963', 3.1393667517414827), ('830', 3.138365903989252), ('953', 3.1352869488099633), ('434', 3.1348750097510147), ('1546', 3.132119152567435), ('2497', 3.1317197435293154), ('400', 3.1298727571416234), ('3933', 3.1261918712920087), ('1711', 3.122117477098093), ('141', 3.121750746499656), ('2851', 3.120151434075998), ('219', 3.118676439396713), ('760', 3.1185360602118637), ('791', 3.1179073909505113), ('3277', 3.1177411830624964), ('878', 3.1166497137611264), ('1369', 3.1161925793233003), ('980', 3.1137423630674514), ('577', 3.112600894143695), ('525', 3.1120727777081028), ('3052', 3.1082332551266356), ('79', 3.1082104053192174), ('1020', 3.105073223866964)]","[('1419', 45.833333333333336), ('1589', 40.05555555555556), ('690', 38.72222222222222), ('885', 37.388888888888886), ('963', 35.611111111111114), ('1095', 33.72222222222222), ('147', 33.27777777777778), ('260', 32.833333333333336), ('618', 32.388888888888886), ('2260', 31.5)]",0.9453572815217174,0.5,0.2,0.1
158,0.6333333333333334,0.97,1.0,0.0,0.08426242877623302,0.0,0.0,1.0,0.0,0,"[('176', 3.460126824676993), ('1440', 3.4238898212761124), ('4780', 3.27362489285333), ('2671', 3.272496327097358), ('1609', 3.2461932861721934), ('1951', 3.240609724289011), ('1098', 3.2275545953523035), ('175', 3.2236853360950404), ('1930', 3.2236593123687496), ('2377', 3.222736987178838), ('1580', 3.208996690147428), ('2466', 3.205325881189933), ('1769', 3.2052364988305424), ('3344', 3.202713968433066), ('1527', 3.2019412539263494), ('2113', 3.196063421713506), ('2894', 3.19581610989647), ('452', 3.195437420332697), ('575', 3.1934436760491938), ('797', 3.192536011865318), ('1615', 3.189946294496283), ('3357', 3.189091268267779), ('3003', 3.1869035331540556), ('470', 3.1864084125584884), ('985', 3.1860945737859034), ('1131', 3.184624297976658), ('1644', 3.182818019421496), ('1253', 3.1764193528026463), ('1211', 3.174683957599899), ('2304', 3.1692087300293665), ('1030', 3.1676005853233433), ('1458', 3.167156242243996), ('955', 3.1670204769598542), ('1256', 3.166668280837925), ('52', 3.1664601810562547), ('1803', 3.1664545461355673), ('2883', 3.161786486304957), ('246', 3.1611144344385207), ('2828', 3.1559603868097614), ('4793', 3.154880888890247), ('4038', 3.1539839540058177), ('1057', 3.1531774608554852), ('572', 3.1516565344063454), ('4610', 3.150914972912278), ('3667', 3.150259646457292), ('1114', 3.1498851908398655), ('1281', 3.1495372313719328), ('4596', 3.1486665121814412), ('871', 3.14845077402124), ('116', 3.146734579388187)]","[('4780', 46.72222222222222), ('1609', 45.833333333333336), ('1951', 45.388888888888886), ('470', 37.388888888888886), ('176', 33.72222222222222), ('1440', 33.27777777777778), ('2671', 32.388888888888886), ('1098', 31.055555555555557), ('175', 30.61111111111111), ('1930', 30.166666666666668)]",0.9677230327045317,0.1,0.4,0.0
159,0.6333333333333334,0.99,1.0,0.10500149581279872,0.14529544538163577,0.0,1.0,0.0,0.0,0,"[('979', 3.4320970878189576), ('1748', 3.4197608162493647), ('31', 3.2802932816816353), ('517', 3.2798311786387715), ('1716', 3.2788612007784192), ('398', 3.270829109321195), ('376', 3.261289612207081), ('198', 3.26023119466078), ('4284', 3.2565520970678183), ('1804', 3.2516300456613627), ('4601', 3.2495316094415614), ('779', 3.24619530320997), ('33', 3.2397675066736715), ('1079', 3.2329580868071988), ('2790', 3.218825143586693), ('1514', 3.2181053624225626), ('3280', 3.211056426246847), ('4602', 3.210364177159078), ('1756', 3.203999027050608), ('2799', 3.2023292256608387), ('2481', 3.200033436995065), ('4629', 3.197607609888733), ('4202', 3.196680538728059), ('647', 3.194911370629372), ('2268', 3.1929901253608888), ('2448', 3.1858116629798894), ('1381', 3.1831635444673503), ('829', 3.181916357412259), ('594', 3.179441606837592), ('716', 3.1751188259893204), ('1890', 3.1732433287399284), ('1645', 3.173188638105699), ('4580', 3.1700937053968934), ('998', 3.1686506363778597), ('2038', 3.167313097500791), ('1562', 3.1547473078391777), ('331', 3.154379529627117), ('3049', 3.1537454395585818), ('576', 3.152791204807134), ('1067', 3.1464720256710486), ('1862', 3.146157577674675), ('1284', 3.1439942733460944), ('352', 3.1409149173126725), ('2282', 3.1407517425032547), ('2840', 3.1400174748347403), ('4488', 3.137449653426271), ('2435', 3.1355651182312174), ('2835', 3.1341687887792378), ('68', 3.133575652737404), ('676', 3.1326753772494427)]","[('979', 48.166666666666664), ('1748', 47.72222222222222), ('1756', 40.166666666666664), ('31', 33.388888888888886), ('517', 32.94444444444444), ('1716', 32.5), ('398', 32.05555555555556), ('376', 31.61111111111111), ('198', 31.166666666666668), ('4284', 30.72222222222222)]",0.9954488191962348,0.3,0.1,0.0
160,0.6433333333333334,0.975,1.0,0.0,0.1222915970693747,0.0,0.0,1.0,0.0,0,"[('1380', 3.4028866313166826), ('202', 3.375947436337666), ('1373', 3.343946626592288), ('3807', 3.2884606874236253), ('1079', 3.267784853752957), ('0', 3.2400582977593935), ('702', 3.2315954608754387), ('1820', 3.2313134315294167), ('2399', 3.230385831301603), ('87', 3.2272093444583834), ('516', 3.2227529225311398), ('4884', 3.2153620902292173), ('1070', 3.206855997498398), ('1644', 3.205003999571935), ('2182', 3.195846556517315), ('1455', 3.195703970370777), ('578', 3.192555923896122), ('735', 3.191711004288548), ('1111', 3.188656331942542), ('71', 3.1864008006230358), ('3104', 3.1840533114918173), ('1220', 3.1788385198385556), ('124', 3.1750136516661276), ('985', 3.1747078554646766), ('2025', 3.1729233340708625), ('1535', 3.1707825731449306), ('3693', 3.1705262045531857), ('1716', 3.1702036076360627), ('1665', 3.1698002157430114), ('101', 3.1677194489175364), ('614', 3.1635867497679953), ('1943', 3.1628230760476828), ('3890', 3.16226928910687), ('1609', 3.1618100291284654), ('591', 3.1609631493575168), ('673', 3.157190950488601), ('4898', 3.155005948670467), ('2959', 3.1544404399134076), ('806', 3.153557353169625), ('1887', 3.1533344195736825), ('3309', 3.1527406345670825), ('576', 3.15270151651705), ('2284', 3.148350522343484), ('4514', 3.147589581338104), ('726', 3.1451504983498193), ('582', 3.144853937879056), ('3822', 3.142801449554809), ('2504', 3.141899588249928), ('2147', 3.1411911687158414), ('2205', 3.140135634564093)]","[('1380', 47.05555555555556), ('1079', 45.27777777777778), ('87', 43.05555555555556), ('1070', 41.72222222222222), ('202', 32.72222222222222), ('1609', 32.388888888888886), ('1373', 32.27777777777778), ('591', 31.944444444444443), ('3807', 31.833333333333332), ('0', 30.944444444444443)]",0.9819173998264976,0.1,0.6,0.0
161,0.6433333333333334,1.0,1.0,0.11467550533614675,0.26982844770307407,0.15838440747285046,1.0,0.0,0.0,0,"[('179', 3.4382161744118354), ('426', 3.389663302424011), ('993', 3.3085982773686218), ('1998', 3.2724974946948073), ('2710', 3.2382518290286333), ('1557', 3.2360904267710313), ('316', 3.2303441725619564), ('2366', 3.2230471632942983), ('4910', 3.222798038317122), ('616', 3.221325765604572), ('1720', 3.220068141737748), ('949', 3.218917831030045), ('966', 3.2095533912089365), ('1099', 3.2085360384703914), ('1610', 3.206603807631863), ('2891', 3.2047283092372436), ('1953', 3.202928135573564), ('729', 3.20193589944138), ('997', 3.2016232111839575), ('2', 3.198937624391982), ('4727', 3.196995651613979), ('1635', 3.1969222647090603), ('1525', 3.194485968232585), ('970', 3.194251249648795), ('4682', 3.1927683256480455), ('1385', 3.1920218881971056), ('3023', 3.1882956131653235), ('724', 3.186483714724687), ('1769', 3.186283506036202), ('3658', 3.184689958824069), ('2383', 3.1839280200133286), ('1366', 3.18274776480763), ('1573', 3.1808407613520533), ('1506', 3.179303270493514), ('119', 3.178501201364981), ('334', 3.1771548824363673), ('2378', 3.1767282741393847), ('3002', 3.1760506219720974), ('4599', 3.175201440188509), ('2142', 3.174345889048991), ('36', 3.1720401700489864), ('2008', 3.1719715831623465), ('2276', 3.171805791997065), ('2406', 3.169636721263126), ('1808', 3.1679464964848205), ('3283', 3.1673600646812576), ('407', 3.167335037044035), ('706', 3.1666592566051435), ('2035', 3.1665521859354606), ('2493', 3.16643698892155)]","[('2', 40.55555555555556), ('179', 35.111111111111114), ('426', 34.666666666666664), ('993', 34.22222222222222), ('1998', 33.77777777777778), ('2710', 33.333333333333336), ('1557', 32.888888888888886), ('316', 32.44444444444444), ('2366', 32.0), ('4910', 31.555555555555557)]",0.9774668335518932,0.1,0.2,0.0
162,0.6366666666666667,1.0,1.0,0.0,0.17925606692832147,0.08612162048398905,0.0,0.0,0.0,0,"[('2290', 3.387199412110796), ('1509', 3.341504150490469), ('1447', 3.332480275194506), ('2329', 3.298951679246006), ('2910', 3.2594999107273113), ('4970', 3.2576706172995), ('2280', 3.2420191698429073), ('1151', 3.223143797275075), ('3309', 3.215418538508688), ('2356', 3.2148103901206575), ('2421', 3.2136933800893677), ('528', 3.2052760990492546), ('2833', 3.198236863077723), ('3074', 3.1981550209947005), ('416', 3.196369516143291), ('1665', 3.1915714650270037), ('1451', 3.191437335699256), ('452', 3.1891991549689696), ('2691', 3.1878027683915535), ('513', 3.1874663341482252), ('4993', 3.1820600819962395), ('1607', 3.180325075914746), ('2163', 3.178602115305966), ('1578', 3.1775127117424375), ('2579', 3.1756829745578514), ('2040', 3.17104860648204), ('2246', 3.1707133955287796), ('2428', 3.168142376688904), ('1744', 3.168006911862905), ('720', 3.1662921913521527), ('1429', 3.1644610297457465), ('3492', 3.1627497644519846), ('1632', 3.159561274982539), ('4764', 3.159124287794362), ('3250', 3.158194501376695), ('2372', 3.156618301250173), ('1708', 3.1552199974478525), ('4912', 3.1551321549479137), ('3113', 3.1490669073312016), ('3383', 3.1489548620620513), ('645', 3.147510450349243), ('1773', 3.1454275398348206), ('547', 3.141631755131463), ('2027', 3.141037572121875), ('4627', 3.1380591636511075), ('4763', 3.137994203404928), ('854', 3.1366507298505657), ('3190', 3.136385574536991), ('462', 3.135923084522151), ('4842', 3.1351315633318433)]","[('2290', 49.0), ('1509', 48.0), ('1447', 47.0), ('2329', 46.0), ('2910', 45.0), ('4970', 44.0), ('2280', 43.0), ('1151', 42.0), ('3309', 41.0), ('2356', 40.0)]",1.0,0.1,0.1,0.0
